index,pos_x,pos_y,capacity,load,failed
78,-0.83704853,1.10280357,92.08512865592142,67.80118851417161,False
80,-0.8535124,0.97216034,192.57368734464416,56.18563953069096,False
82,-0.45537265,0.76087421,25.91396563494562,8.842464539494175,False
81,-0.42108822,0.72664177,48.85658660663684,31.916274352696703,False
83,-0.58563512,1.1609715,145.01465567186347,104.80391221446231,False
86,-0.49330832,1.08672677,138.86051034361682,78.01940448127944,False
71,-0.46104723,1.11897662,32.40269363166977,19.9383543245148,False
88,-0.81906583,0.97243919,205.92860022638433,44.53154513171069,False
4,-0.82671079,0.94841537,19.03172890320585,6.102524756199286,False
55,-0.80399764,0.95328827,66.53290826948623,45.666730480681274,False
87,-0.84692543,0.94673244,70.73835023859247,23.057790682699586,False
89,-0.86276372,0.92629448,25.0136431376049,13.370768904403107,False
90,-0.83548145,0.97998093,26.992992188088436,13.202385852264685,False
91,-0.2105101,0.87550826,73.59025559697061,15.21362383975842,False
94,-0.53207092,0.8545965,183.71410480882213,107.69047719567996,False
11,-0.50616331,0.84870413,84.52346147509553,60.90010720209111,False
26,-0.57608033,0.82140589,151.10242015220956,110.4396041442138,False
43,-0.50878943,0.89514092,37.725103404758684,12.836545716370864,False
92,-0.59252409,0.88123697,121.33525437949478,35.649227940758735,False
93,-0.51082797,0.872674,41.42363650561472,14.868459116131588,False
95,-0.45850129,0.84522751,141.4493689861303,77.48007312755085,False
97,-0.75693245,0.72996318,32.81707312079681,9.287342801368021,False
40,-0.71294232,0.72174613,27.947395134765564,3.610594659092553,False
98,-0.49754122,0.79194488,93.9719816675084,32.51923755367624,False
28,-0.48515221,0.76764657,26.65791114557022,14.79749672501699,False
57,-0.44448603,0.74022983,60.556412397555626,13.111428796897702,False
74,-0.46488627,0.78768384,49.46946872554025,7.9104203038205005,False
100,-0.49086651,0.71954282,49.108747664481015,17.370772271627963,False
99,-0.4795671,0.64801215,58.27706358452997,14.007605454717757,False
101,-0.61799182,0.88484123,134.65163704612908,50.84137383514165,False
104,-0.62179267,0.94637136,93.02822591410109,29.195438565921428,False
106,-0.62780307,0.83610197,89.49405596168094,26.488623535591813,False
107,-0.79599962,0.9334757,30.1273856596423,10.643743405780327,False
108,-0.515161,0.59081095,178.8804653694103,27.440603625460913,False
109,-0.81367036,1.15445631,43.73728179991918,31.693574207321877,False
54,-0.7828995,1.19655262,45.519049841380266,11.871740318339311,False
110,-0.51109364,1.07163574,96.33379954292856,34.37094059610575,False
111,-0.80519739,1.06343117,182.0027873573042,91.60401145164097,False
52,-0.82969851,1.05228786,52.1185961069263,15.72699550410966,False
112,-0.2155533,0.92499593,96.49832666898216,11.583516409991812,False
113,-0.20222043,0.89282127,65.37009346053739,12.993710637449654,False
115,-0.54877461,0.73307475,50.995598874581276,8.876337363466487,False
114,-0.56029436,0.71326194,12.957349194402417,1.4350491950061217,False
116,-0.44180041,0.60993711,200.1105110654433,121.5355167093202,False
117,-0.41793874,0.61804213,17.03456697241707,10.477181726373813,False
118,-0.44829183,0.63477255,47.338282474574726,7.234691461807629,False
119,-0.85345714,1.06753222,194.06014214875688,36.224455815813954,False
56,-0.87004922,1.03729521,216.78144149425145,126.64053535787971,False
120,-0.64137278,1.19841414,59.11224512499595,40.20449373022138,False
122,-0.64291813,0.81188243,67.1632050834945,33.54742102205535,False
121,-0.65229887,0.78707203,44.363121543916606,19.564097355862863,False
123,-0.64122613,0.84606456,230.26345452418312,132.6281540964505,False
30,-0.67330334,0.82908208,94.5354076763119,25.872839107293633,False
125,-0.49795312,0.82503015,119.99902793185392,14.72305755794115,False
129,-0.33400096,0.79223751,284.69667545860784,107.54259954434518,False
126,-0.34989067,0.81620485,15.543599094953349,4.815627068425532,False
127,-0.35615752,0.7908938,39.51801747577038,9.279230124308219,False
128,-0.31724067,0.80885984,33.31214441777636,21.566612892927907,False
130,-0.73362338,1.15160904,73.41339271979054,21.922263763070358,False
131,-0.56390616,0.81627175,126.06835493098491,63.96417616825677,False
135,-0.53217821,0.8210464,98.37785268857118,62.43124447096615,False
136,-0.63376619,1.08196318,97.35048398475581,12.378293600308504,False
139,-0.60985184,0.79235545,236.86222854878713,25.476446553893837,False
138,-0.63473772,0.76080665,153.69008213301308,45.89138603155841,False
140,-0.67396684,0.79756496,305.9633194740392,198.8057307523784,False
102,-0.69929555,0.78931715,22.377962538164894,15.79751844248449,False
141,-0.75782281,0.77879938,113.4382496029928,68.83033752377,False
142,-0.79637397,0.7723986,95.78698783633565,20.545553304446365,False
143,-0.61825243,0.70919615,140.81361327768286,83.5510458693125,False
144,-0.78409073,1.08511485,89.5404365756737,42.21784469792623,False
96,-0.80453732,1.10499686,49.41969399474294,5.494866434315052,False
145,-0.68509857,1.12480207,89.79447267711676,11.663464162475298,False
103,-0.69421876,1.0838764,75.15462278408367,17.740359059197164,False
146,-0.66782947,1.06535591,38.79564756227457,14.875397530373313,False
147,-0.74279578,1.22811522,41.87952948452111,19.019231757669154,False
148,-0.82487149,1.08543909,99.10011678884871,16.424811352025056,False
149,-0.86439957,1.01772108,83.640084793585,34.04529319937026,False
150,-0.58516875,0.84044655,99.82029428914049,36.1327762467813,False
151,-0.56251325,0.6705646,82.4348041945864,24.03209552150365,False
85,-0.50502182,0.63423478,48.3630302298658,24.021577728090794,False
152,-0.881968,1.0152385,75.07345429633205,46.48560605217809,False
153,-0.69004967,1.02862545,118.61678395660907,69.6176990093054,False
124,-0.65019908,1.05942628,123.79059667316382,88.50569315105504,False
154,-0.68584947,1.00103925,186.5374339375017,89.05938614807167,False
155,-0.67915926,0.97143181,66.96757974702967,14.751509216640281,False
32,-0.65906112,0.94575458,65.32660194415459,43.837112257717735,False
156,-0.66841615,0.99873444,74.52906967900292,8.557479202110642,False
157,-0.72610441,0.9589017,166.43861736691792,31.254386294120902,False
158,-0.70497434,1.05189298,39.21461154702271,5.167002966408744,False
159,-0.70910988,1.01046488,35.65897732507932,12.768596522600436,False
160,-0.72702851,1.24348239,13.994991246261153,7.875566391528032,False
161,-0.72045179,1.184655,69.60055329708672,51.760987634872905,False
27,-0.73250629,1.21115535,21.83113127319161,3.534707682957341,False
163,-0.50004136,0.92800437,127.20252537757284,88.81263654231692,False
162,-0.46861624,0.95487261,73.26541972958398,36.66725360246004,False
164,-0.47411636,0.93347771,10.003656973198257,7.23144284696257,False
165,-0.44345142,0.96976005,14.595210842731706,3.2815077969510473,False
166,-0.71043565,1.22821259,24.45722570859938,5.428006128583332,False
167,-0.56196923,1.02892424,98.8631825553163,31.938777356643946,False
170,-0.51120323,0.97084867,176.6324028347337,129.40823063771336,False
168,-0.47392272,1.01126555,23.815734546491257,8.5258314633515,False
169,-0.47896487,1.02880364,140.57591479282814,17.608909164798153,False
171,-0.56432399,0.89881026,75.28386224866891,28.612114155632874,False
172,-0.82784309,1.014975,89.85384340555483,47.747912746130616,False
173,-0.66976501,1.03612406,37.082499309171915,25.18357508030757,False
174,-0.62958176,0.92691018,174.5198461094205,18.17765469800115,False
175,-0.8782785,1.06694409,59.02535118749901,33.05364050124369,False
176,-0.68415972,1.21851557,53.11431500808992,37.21938784258901,False
178,-0.77561769,0.93382241,63.74176185318609,47.71825507552853,False
177,-0.72934634,0.90062089,98.76435914915893,25.167491655711757,False
179,-0.675936,0.87251906,97.61334965748284,21.684148588921943,False
180,-0.74545392,0.88642064,48.50586376775298,14.994845237107949,False
181,-0.55773621,0.87181583,32.56965645599821,9.902879806796522,False
184,-0.90858899,0.92590627,297.3945461539157,62.216007606706135,False
105,-0.99351691,0.84036158,89.89161477833608,11.01951308192665,False
182,-0.9155537,0.90399331,25.42593511624711,14.36119269363865,False
183,-0.93020939,0.93448649,38.975162443628996,7.324972674843319,False
185,-0.4880135,1.06144903,97.91753060527311,44.556626430289484,False
186,-0.65776824,0.82044319,66.85438285462006,35.29515473184256,False
187,-0.47441661,1.08224564,92.16785983921353,63.72819836665632,False
188,-0.51043123,0.77019645,85.1227158577329,61.23587271906356,False
189,-0.648249,0.96476,49.26662100385825,27.207605651310615,False
190,-0.71220388,1.10848069,25.050279514211205,3.7290228120550633,False
191,-0.54347141,0.91344482,76.57361893868494,33.334110953367436,False
192,-0.77346469,1.04953581,136.49155157767353,53.596314525882974,False
193,-0.74867416,1.00403225,74.95192103580408,49.988546581643675,False
194,-0.65641091,1.11656402,81.44409004011402,21.185724327622296,False
195,-0.80818226,1.00849684,96.73532552138307,57.93759256732681,False
196,-0.70016865,1.15925756,54.13357783390013,25.123689593069592,False
198,-0.85268311,0.99603943,125.29796615367754,41.5409741898362,False
199,-0.76101883,0.95113574,138.5526302155704,54.71467500283811,False
200,-0.88544967,0.96283352,67.73487671105357,11.21127078907602,False
201,-0.80082865,0.98041179,123.4224254104362,91.77122549332391,False
197,-0.78268286,0.9954184,11.798834188702894,4.705326487130388,False
202,-0.66746337,0.71468469,88.23124471479201,39.62956337619985,False
203,-0.59418561,0.80563783,23.37768087016022,12.069102413011752,False
204,-0.80366828,1.03886671,55.40777819440636,25.029581895840927,False
205,-0.53948942,0.75948397,336.7038428349746,161.4251794815252,False
206,-0.57399188,0.79081514,68.70462766038086,36.03463164779623,False
207,-0.47030527,0.71209206,80.57034376977197,45.83750692180197,False
208,-0.48379672,0.81807219,98.67250405721948,48.88001518559122,False
209,-0.45002514,0.80681771,10.229465255422259,2.2311507297751225,False
210,-0.59181707,0.92983893,98.48696282269634,33.165168482439164,False
211,-0.5747252,0.95906618,46.41449978226966,6.29859243752126,False
212,-0.59493319,0.95754537,15.953282181019123,7.341495428950003,False
213,-0.56676798,0.94038492,11.070382161626263,4.281294341197444,False
215,-0.22465789,0.951752,43.39303668724523,20.741327961131347,False
214,-0.20873389,0.97306263,95.01408033202186,47.11761639589502,False
218,-0.57087052,1.08485996,122.42676274595084,40.12158826030292,False
217,-0.56279104,1.11328035,26.6244932323036,16.954937948091604,False
221,-0.55376323,1.19226395,122.25348427726598,35.99547031650517,False
220,-0.54540063,1.22215389,13.903245298317826,7.853535662849611,False
222,-0.61277591,0.91196658,29.438442345718656,9.409874146952193,False
134,-0.60284991,0.87534606,59.20377047638296,31.144523089932203,False
223,-0.41400113,1.06518524,47.62742820390305,18.83791947737875,False
137,-0.42057289,1.09175078,103.68530869044292,34.419872598347176,False
224,-0.42655799,1.12807405,37.301447365872505,16.763503525600964,False
219,-0.41171011,1.15501661,47.965842999056605,19.132173956299457,False
225,-0.52073679,1.1904735,80.96707620133266,52.270134131285204,False
216,-0.49748486,1.16739904,33.50444588691944,22.78879531070166,False
227,-0.43916041,1.0406073,31.38784353359074,13.520004137385433,False
228,-0.48568619,1.12993394,23.4619472391551,13.044648124204977,False
229,-0.44594066,1.05774784,53.4994720673178,23.456500859744615,False
226,-0.43903258,1.08271037,33.07788157185004,15.641108253388403,False
230,-0.45263211,1.09867091,86.06354676133998,58.62472339999821,False
231,-0.26095924,0.87402582,31.41694485705978,5.349708976710652,False
232,-0.60478178,1.03040454,90.57974644640818,38.17392632660069,False
234,-0.63654916,0.68956855,86.80336823429974,34.06866756234965,False
233,-0.65477928,0.67382286,11.079765567849282,5.396473294807831,False
235,-0.33020794,0.82593814,33.581558010780824,20.03306225882276,False
236,-0.57030998,0.84883665,30.526314284491363,17.389613478011942,False
237,-0.60032722,0.83412368,32.2143694256321,20.523893827195476,False
240,-2.2532622,-1.95189758,77.62823418500794,26.739464271650135,False
239,-2.30260568,-2.00364423,114.7461080999388,68.05227535473992,False
242,-2.17302875,-1.88028197,207.0492080554827,128.2337874307094,False
241,-2.22800947,-1.860216,47.02466276185271,10.631878798240217,False
247,-2.14796793,-2.08745909,139.61228894636614,94.2593301627912,False
245,-2.14115932,-2.11476754,39.61752527312794,14.333871055226,False
246,-2.18392927,-2.07877897,233.18671623721582,102.71409296799001,False
250,-2.09874104,-1.9595926,41.92245859220938,4.303837179018312,False
248,-2.07577561,-1.97545856,17.108042695251974,3.7576884099946275,False
249,-2.1371827,-1.95009276,199.9590485706924,111.92463308644906,False
252,-2.35818402,-1.80376899,193.7562205285277,57.1196622519711,False
238,-2.27448223,-1.74995616,82.3922447973732,49.13543624404691,False
251,-2.41774248,-1.80095179,206.5610916634931,47.942167568201995,False
253,-2.34906055,-1.87996474,124.7240881724766,65.74970381612692,False
255,-2.11324714,-1.99273005,55.34956296009893,22.33059173829521,False
254,-2.1116648,-1.97434416,61.56809641180732,46.14504967030038,False
257,-2.18810468,-2.02592111,248.91552497931985,144.37126860323366,False
259,-2.21180678,-2.04767497,97.64228393803798,50.081577256949615,False
256,-2.23382814,-2.05910761,34.582344622808975,11.162654253203497,False
261,-2.34112065,-1.86620048,105.73770595623986,44.131171412382024,False
260,-2.3701692,-1.8774539,238.057679059482,69.85160417754675,False
262,-2.3006015,-1.90605766,95.29772098992979,22.727229976351506,False
267,-2.37616046,-1.85457786,29.18781688698352,7.8557279851324235,False
266,-2.40517539,-1.85480118,49.071932517091454,34.764258989921984,False
269,-2.23410757,-2.23182986,131.54855528105634,18.826472860489623,False
268,-2.25708151,-2.25340874,40.63287274267494,7.3001605764921065,False
274,-2.1815802,-2.22839132,244.9117770114948,163.14948533196264,False
270,-2.19336067,-2.25915094,17.561195247979896,8.419089968799694,False
271,-2.17336129,-2.2523648,36.37581015436607,25.757625086575317,False
272,-2.17232909,-2.27449292,94.12667446636564,9.84642903617003,False
273,-2.15671063,-2.22587045,12.21982941793684,3.4661813523678906,False
275,-2.15324716,-2.24875395,14.821807648804107,6.601393648996319,False
280,-2.14515258,-1.93668933,287.74302500294215,189.43079189598467,False
279,-2.12841997,-1.90045706,141.523590772802,52.92711923840603,False
281,-2.33725829,-1.79912936,88.71462649093169,46.70695956635895,False
264,-2.35012559,-1.7891784,35.17135465273442,10.159750777060063,False
282,-2.10855141,-1.8977237,207.32625001032588,52.04573199205258,False
284,-2.11603945,-1.91626447,301.1697319805688,179.24040704937153,False
283,-2.08636926,-1.91470252,19.76813601793987,10.74310666754047,False
285,-2.05453896,-1.93169736,229.78419589331767,150.26701416173796,False
286,-2.26568947,-1.80002639,31.33601559917739,19.532272237869034,False
276,-2.27210804,-1.82266434,44.826942276397205,26.63286913190975,False
287,-2.32355783,-1.86116308,50.25007445273536,12.601528608328316,False
289,-2.39202739,-1.79472628,28.063326142689455,8.58956575338398,False
290,-2.22879755,-1.71446564,80.09586156007376,15.836603820929064,False
288,-2.25202552,-1.70411227,32.10081545650223,22.711506231455687,False
292,-2.2047125,-2.20177912,93.26088419040008,61.944550661905,False
291,-2.22351793,-2.21375189,44.175841839087454,25.308655676627446,False
295,-2.12319003,-1.88543246,123.90646086361843,46.90617077493581,False
296,-2.13718424,-1.87701039,86.61115690990147,36.071832783063414,False
298,-2.2155388,-2.09065004,233.87018034396695,136.64329710616744,False
278,-2.21452674,-2.11934543,43.95287962924917,25.739358420828836,False
293,-2.23672914,-2.10433952,26.65092978518617,6.665547419204484,False
299,-2.1759492,-2.04761124,223.1576725512466,113.04986597915446,False
258,-2.17985025,-1.99031971,99.01235341174436,12.328041799789371,False
300,-2.29873146,-2.48490747,72.25966118458135,50.226946889658734,False
294,-2.30264397,-2.51240041,15.54315961783113,5.5715910080663225,False
297,-2.29578595,-2.44908179,90.68244045626984,55.32305500322864,False
302,-2.10981507,-1.87826846,226.06553427911297,89.08576558731184,False
301,-2.09996784,-1.84931568,35.78582772414861,22.62588554453494,False
305,-2.12880349,-1.93643123,137.56158667356172,68.17457892525998,False
304,-2.15998189,-1.9468204,38.16589148749495,26.430045887524244,False
306,-2.12647044,-1.95991018,101.44087447259624,44.10683337468567,False
307,-2.22280241,-1.92816795,19.093353195534043,12.28126703073626,False
303,-2.20456057,-1.94381021,77.07000898001064,41.63111647902307,False
308,-2.31445581,-2.43688291,132.8763603493352,93.54365609909159,False
265,-2.32956788,-2.46227326,34.87297551243397,5.032858398224897,False
310,-2.21377147,-1.99872098,73.87998903387663,37.213559973677405,False
311,-2.23234461,-1.9646882,198.4197957847797,47.35250134854808,False
312,-2.1546082,-1.9240129,99.24695833864286,27.963655779046498,False
313,-2.13106615,-1.9136034,363.95536052775964,93.67722740876862,False
314,-2.28423335,-2.01661194,68.4681483442453,44.368621468003106,False
277,-2.29363245,-2.05212452,28.663435195967057,5.84285895918928,False
315,-2.24118445,-1.99870354,33.84486798296774,4.300044589342894,False
316,-2.17904285,-1.9574781,266.149738754981,90.68533448962536,False
318,-2.18433811,-1.70461485,60.10646998466852,10.857493554674715,False
317,-2.08821753,-1.6196823,98.68552441457487,19.45772159971529,False
319,-2.45449836,-1.82750428,101.58498407740183,64.91721729633656,False
320,-2.50578216,-1.86452684,50.19067095372597,17.5457518548464,False
321,-2.55141233,-1.90589207,85.54020403664735,33.302366071867475,False
263,-2.59232043,-1.90876695,30.37392195650339,21.812441250389593,False
322,-2.40827767,-1.81741293,56.73527674671698,11.36257605415596,False
323,-2.34175163,-2.43977685,45.85275500450155,30.73138417749229,False
325,-2.20665479,-2.23765914,71.13224253252552,25.874973455814253,False
324,-2.22008802,-2.26783334,27.214829745247027,9.220337608286307,False
326,-2.32438977,-2.01004048,66.43385513054116,9.640925953661059,False
327,-2.29688809,-1.95593015,97.38785581339701,43.30781154200431,False
328,-2.32321107,-1.96780095,35.29572009088419,7.25662152657029,False
329,-2.11341432,-2.02428908,77.85799709783828,49.83112374143515,False
330,-2.11987783,-2.06770658,91.6177079612988,65.69757515866803,False
333,-2.33367399,-2.03092001,58.267714349795455,21.59812790872284,False
332,-2.35101843,-2.06199453,146.0834538802823,78.61572926952849,False
334,-2.33844942,-1.82398397,166.20630323243762,94.64840976655483,False
335,-2.2370926,-2.13024846,99.17149714362255,58.48007083345084,False
244,-2.24375361,-2.1605122,81.35776643301759,45.80720627856122,False
336,-2.22311002,-1.78074151,153.860569312157,44.27834140055926,False
337,-2.25042067,-1.88474043,99.69020505356723,59.13110415169318,False
338,-2.22140707,-1.75804078,61.0519352663389,32.471235564698354,False
339,-2.20785933,-1.74210205,17.321080663048658,6.86425265078439,False
340,-2.28643435,-2.41069266,183.6568263162037,136.2899254162745,False
331,-2.26793467,-2.43637438,87.51809350695252,17.780107510953492,False
341,-2.27084767,-2.3545752,90.50359741793702,12.238423623674867,False
342,-2.29348862,-2.08183497,117.42000673901538,31.360442943084724,False
243,-2.31352291,-2.0959372,64.79647649849916,36.78969605756183,False
343,-2.25841839,-2.09090785,51.485633776831676,21.938849261044574,False
344,-2.26400957,-1.92773521,68.76610819178705,17.015894455147592,False
345,-2.27414878,-1.94006801,48.731450998178325,27.448273290605577,False
346,-2.25380739,-2.29549307,20.08215622016288,14.046206437470964,False
350,-2.41067412,-1.87566597,179.56052958209398,132.38949512277276,False
349,-2.44066807,-1.8787679,48.756780121594296,24.362577375547186,False
351,-2.28109236,-1.845871,150.55668331190245,46.48531573619234,False
352,-2.30860578,-1.81819582,109.94598746994387,45.82165761077799,False
347,-2.29850421,-1.79658117,18.83510822166609,11.911711661852358,False
348,-2.31719384,-1.78851237,34.95915967261635,11.84825349312996,False
353,-2.36538257,-2.0860077,146.11813610740012,92.86864165395912,False
309,-2.39371584,-2.13033443,75.00639144025737,39.71581688857341,False
354,-2.335881,-2.05304813,51.16301020582577,24.97238460713309,False
355,-2.32068057,-2.07026231,189.57368624421719,116.41371855441497,False
356,-2.27912577,-2.03669479,60.63557490081248,42.74417668064088,False
357,-2.1077009,-2.10000857,69.01296387313319,51.675645591155146,False
358,-2.39433204,-2.15796316,23.078404789027292,7.062850536127156,False
360,-2.15905411,-1.982289,101.13098204847341,36.29334143241604,False
361,-2.23296236,-2.18042838,63.33932950797131,43.622312975255035,False
359,-2.25860408,-2.19922739,22.745296687409386,14.867612566975994,False
362,-2.19986808,-2.16114202,110.14439033804007,75.95473630002076,False
363,-2.18560003,-1.85289924,37.958514697276335,12.486686319102796,False
364,-2.19859213,-1.87707809,43.84006596077303,16.805083344383757,False
365,-2.15734576,-1.85949302,31.59227430773189,18.861957199039722,False
366,-2.1522275,-1.89670486,79.89161046592449,49.276543741603795,False
367,-2.44332579,-1.78288767,24.948594159182882,4.948952131402965,False
368,-2.21173684,-2.02079481,37.03846007296849,24.490600194712506,False
369,-2.39674183,-1.88745559,94.29903252391048,56.05109678514499,False
370,-2.44893578,-1.80260799,93.12626006033557,21.78850629057244,False
371,-2.17693697,-2.1018721,20.575088754972484,2.1860599730816026,False
372,-2.16727474,-2.30463821,29.77933522159805,3.668912275779355,False
373,-2.26469491,-2.14534153,43.88543415517833,31.83119492572216,False
374,-2.39565133,-2.08160073,20.766228994905347,9.905250091617948,False
376,-2.37545963,-1.77490954,22.836605292802744,3.4780152881328763,False
377,-2.10205668,-2.12777333,38.03727322627867,9.631083222909524,False
378,-2.18898814,-2.11611322,165.33657376008307,69.66933578686279,False
375,-2.17746805,-2.14275706,16.529990749631057,10.523813176886765,False
379,-2.32378968,-1.94551774,49.840454385530805,6.031276856687131,False
380,-2.25573024,-2.46044837,23.048560712839166,3.4119479540846887,False
381,-2.16652931,-2.01193946,36.08037528160366,24.99147400050601,False
382,-2.38128092,-1.90449422,22.747060652997384,5.7978445440317685,False
384,-1.38270378,-0.43847371,66.8446989258398,22.137148352125674,False
383,-1.37817128,-0.48932346,202.5094581221416,66.62277151605474,False
386,-1.42561188,-0.40249814,292.59929734306286,196.72837943612282,False
0,-1.47415576,-0.41609653,65.29017108883197,42.175077191810836,False
385,-1.40392822,-0.38761923,38.20833405190688,4.189897719284282,False
387,-1.43593108,-0.3834534,25.76357134657031,3.5985862010813214,False
391,-1.33657868,-0.83393441,91.35806876668511,43.4995284512859,False
390,-1.35859234,-0.81883865,47.27160229136511,33.72805270955838,False
392,-1.37049436,-0.85705802,95.49588175649998,21.891620673605427,False
393,-1.43576805,-0.310435,162.33258292757557,74.75486157713651,False
394,-1.30896803,-0.82834813,35.36782502043473,5.485368247300453,False
395,-1.50965358,-0.39419358,152.05711533411733,54.9313981373323,False
396,-1.54974071,-0.33883165,332.7718152673673,98.40531729695712,False
397,-1.56418457,-0.35445381,47.27199004979865,5.0130237795489325,False
398,-1.53350575,-0.35610362,42.682962890983475,22.1520985395065,False
399,-1.5833734,-0.34053385,39.43616652283139,5.126079158614889,False
400,-1.57100736,-0.32338843,13.930425199241899,9.569048708179745,False
402,-1.3906387,-0.99908473,346.1500418288526,130.4188556677843,False
401,-1.39158476,-0.97642217,14.288938583258508,4.639833290094292,False
403,-1.41427668,-0.99343515,15.423841867410793,9.610846401585832,False
405,-1.33686961,-0.88823484,75.42312043572967,28.39795699050326,False
404,-1.35791284,-0.90089906,47.891893239421776,32.81536999021644,False
406,-1.36477964,-0.87680462,82.71082777230905,48.50361584798239,False
408,-1.53235328,-0.47142356,42.06928041434278,31.369093639262477,False
407,-1.54201541,-0.49397236,22.078678054509755,10.404694564852132,False
409,-1.3175935,-0.87800189,86.92818534993673,61.637605121640924,False
411,-1.41047811,-1.11770424,91.40428500923684,27.06847771216076,False
410,-1.40919903,-1.0918599,26.381220286273127,10.292484054742275,False
414,-1.36196646,-0.65564159,59.09180906281215,12.21127577093488,False
413,-1.35230666,-0.60939896,109.13940892407766,47.16328671474852,False
415,-1.3776181,-0.61339418,48.35174755576135,7.734518263079572,False
417,-1.27387205,-0.70619451,11.060783780967922,7.2891116462586645,False
416,-1.30116494,-0.70679249,95.45437198308127,58.31297878769223,False
419,-1.5043402,-0.43568262,40.564556950532726,22.346101046814805,False
420,-1.45831531,-0.44718582,53.810419718229326,16.24477262400679,False
421,-1.476723,-0.44994673,149.69298638827775,16.469863753912634,False
418,-1.45854898,-0.47089332,46.92498067711048,34.00269978958858,False
423,-1.32691017,-0.78753057,52.9824048253019,27.676142514122724,False
425,-1.35341888,-0.70095857,181.85827130392408,83.60065259673269,False
424,-1.33985992,-0.68844128,47.53454794541626,5.575320575987438,False
426,-1.32733607,-0.55165841,152.17420209701197,16.030273747542978,False
427,-1.17439606,-0.68894477,76.88577475134709,18.864529593685027,False
429,-1.37304849,-0.45904941,47.71787073535081,29.713812754221394,False
430,-1.31287034,-0.74200372,113.01667273228658,53.58438134109181,False
